text,labels
when i extend my leg there is pain in knee joint,4
I get i joint pain when i try to bend my leg or my arm,4
"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away.",5
In highschool I had a lot of acne.,5
My cough is very heavy and I have mucus.,6
I feel congestion in my chest,6
when i 𝙚𝙭𝙩𝙚𝙣𝙙 m̷y̷ leg there is pain 𝐢𝐧 knee joint,4
when i e̳x̳t̳e̳n̳d̳ my 𝗹𝗲𝗴 𝘁𝗵𝗲𝗿𝗲 is pain in knee joint,4
when 𝓲 extend 𝚖𝚢 leg 𝓉𝒽𝑒𝓇𝑒 is pain in knee joint,4
when i e̷x̷t̷e̷n̷d̷ m̷y̷ leg there is pain in knee 𝓳𝓸𝓲𝓷𝓽,4
𝚠𝚑𝚎𝚗 i e̲x̲t̲e̲n̲d̲ my leg there is pain in knee j͓̽o͓̽i͓̽n͓̽t͓̽,4
when i̴ extend my leg there 𝕚𝕤 pain 𝒾𝓃 knee joint,4
𝐈 𝘨𝘦𝘵 i joint pain when i try to 𝒷𝑒𝓃𝒹 my 𝘭𝘦𝘨 or my arm,4
I get i joint pain when i try to bend my ʟᴇɢ 𝚘𝚛 m͓̽y͓̽ 𝒂𝒓𝒎,4
I get i joint 𝗽𝗮𝗶𝗻 when i try t̾o̾ 𝚋𝚎𝚗𝚍 my l͓̽e͓̽g͓̽ or my arm,4
I 𝐠𝐞𝐭 i j̳o̳i̳n̳t̳ pain when i t̾r̾y̾ to bend my leg or 𝓂𝓎 arm,4
I̴ get i joint pain when i̷ t̾r̾y̾ to bend my leg or my 𝓪𝓻𝓶,4
I get i j̲o̲i̲n̲t̲ pain when i try 𝘵𝘰 bend my leg or 𝓶𝔂 𝒶𝓇𝓂,4
"𝑀𝓎 face has broken out in 𝚙𝚊𝚒𝚗𝚏𝚞𝚕 red 𝓈𝓅𝑜𝓉𝓈 and lumps, that no m̴a̴t̴t̴e̴r̴ how m̲u̲c̲h̲ I clean ᴍʏ face don't 𝓈𝑒𝑒𝓂 to 𝕓𝕖 going away.",5
"M̶y̶ face has broken out 𝒾𝓃 painful red spots and lumps ,̴ t̳h̳a̳t̳ no matter how much 𝕀 clean my face don't seem t͎o͎ b̴e̴ going away.",5
"My face h̾a̾s̾ b̷r̷o̷k̷e̷n̷ out i̴n̴ p̲a̲i̲n̲f̲u̲l̲ red spots and lumps, 𝐭𝐡𝐚𝐭 no m̴a̴t̴t̴e̴r̴ how much I 𝘤𝘭𝘦𝘢𝘯 my face don't seem to 𝚋𝚎 going away.",5
"M̶y̶ face has broken o̶u̶t̶ in p̷a̷i̷n̷f̷u̷l̷ r̲e̲d̲ spots and lumps, t̲h̲a̲t̲ 𝐧𝐨 matter how much I clean my face don't s̶e̶e̶m̶ to be going away.̶",5
"My 𝐟𝐚𝐜𝐞 𝐡𝐚𝐬 broken out 𝚒𝚗 𝙥𝙖𝙞𝙣𝙛𝙪𝙡 𝕣𝕖𝕕 spots and lumps ,̲ that no matter how much I clean my face don't s͓̽e͓̽e͓̽m͓̽ to be going 𝐚𝐰𝐚𝐲.",5
"M̳y̳ face has 𝔟𝔯𝔬𝔨𝔢𝔫 out in painful red s̲p̲o̲t̲s̲ and lumps, 𝙩𝙝𝙖𝙩 no matter how 𝕞𝕦𝕔𝕙 𝙸 clean my ꜰᴀᴄᴇ don't seem to be g̷o̷i̷n̷g̷ away.",5
In 𝗵𝗶𝗴𝗵𝘀𝗰𝗵𝗼𝗼𝗹 I had a lot of acne.,5
I̲n̲ highschool I had a lot of a̷c̷n̷e̷.,5
In highschool I had 𝚊 lot of a̾c̾n̾e̾.,5
In highschool I had a l͎o͎t͎ 𝗼𝗳 acne.,5
In h̾i̾g̾h̾s̾c̾h̾o̾o̾l̾ I had 𝗮 lot of acne.,5
In highschool I had a 𝒍𝒐𝒕 of 𝒶𝒸𝓃𝑒.,5
M͓̽y͓̽ cough 𝓲𝓼 very 𝘩𝘦𝘢𝘷𝘺 and I have mucus.,6
𝕄𝕪 cough is very heavy and I̷ have mucus.͎,6
𝕄𝕪 cough is very h̷e̷a̷v̷y̷ and I̾ have mucus.,6
My cough is v̳e̳r̳y̳ heavy 𝒶𝓃𝒹 𝐼 have mucus.,6
𝘔𝘺 c̳o̳u̳g̳h̳ is very heavy and I have mucus.,6
M͓̽y͓̽ cough i͎s͎ very heavy and I have mucus.,6
I 𝚏𝚎𝚎𝚕 congestion in my chest,6
𝙄 feel congestion in my chest,6
I 𝐟𝐞𝐞𝐥 congestion in my chest,6
I feel congestion in my 𝒄𝒉𝒆𝒔𝒕,6
I feel 𝚌𝚘𝚗𝚐𝚎𝚜𝚝𝚒𝚘𝚗 in my chest,6
I feel c̾o̾n̾g̾e̾s̾t̾i̾o̾n̾ in my chest,6
