text,labels
I feel joint pain every time I move,4
"i can't move my leg, there is pain in the joint",4
I have pimples in patches along with a lot of redness on my face.,5
My chest break out with red pimples and whiteheads.,5
"i have whooping cough with excess mucous, need mucolytic.",6
i cant breathe,6
I f͎e͎e͎l͎ joint pain 𝑒𝓋𝑒𝓇𝓎 time I move,4
ℑ feel joint p̳a̳i̳n̳ every time I move,4
I feel j̶o̶i̶n̶t̶ pain ᴇᴠᴇʀʏ time I move,4
𝐼 feel joint pain every time I̲ move,4
I feel joint pain every time 𝘐 m̷o̷v̷e̷,4
I 𝓯𝓮𝓮𝓵 joint pain every time I ᴍᴏᴠᴇ,4
"i can't 𝐦𝐨𝐯𝐞 𝘮𝘺 leg, there is pain i̲n̲ the joint",4
"i can't move my leg, 𝚝𝚑𝚎𝚛𝚎 𝕚𝕤 pain in t̴h̴e̴ joint",4
"i can't move my 𝘭𝘦𝘨, 𝓽𝓱𝓮𝓻𝓮 is pain in the j̴o̴i̴n̴t̴",4
"i 𝕔𝕒𝕟'𝕥 move my leg ,͓̽ there is pain in the 𝔧𝔬𝔦𝔫𝔱",4
"i 𝔠𝔞𝔫'𝔱 move my leg, t̶h̶e̶r̶e̶ is pain 𝒾𝓃 the joint",4
"i can't 𝓂𝑜𝓋𝑒 my leg, 𝘵𝘩𝘦𝘳𝘦 is pain in the joint",4
I have p͎i͎m͎p͎l͎e͎s͎ in patches along with a̴ lot of 𝓇𝑒𝒹𝓃𝑒𝓈𝓈 on my face.͓̽,5
I have pimples in patches along with a lot ᴏꜰ redness 𝑜𝓃 𝒎𝒚 face.͎,5
𝘐 have pimples in patches 𝒂𝒍𝒐𝒏𝒈 with a lot 𝙤𝙛 redness on my face.̳,5
𝓘 have 𝒑𝒊𝒎𝒑𝒍𝒆𝒔 in patches along with 𝓪 lot of redness on my f̾a̾c̾e̾.,5
I̶ have pimples in patches 𝔞𝔩𝔬𝔫𝔤 with a lot of ʀᴇᴅɴᴇꜱꜱ o̾n̾ my face.,5
I have p̷i̷m̷p̷l̷e̷s̷ in patches 𝕒𝕝𝕠𝕟𝕘 with a lot of redness o̳n̳ my face.,5
My chest break out w͓̽i͓̽t͓̽h͓̽ red p̶i̶m̶p̶l̶e̶s̶ and ᴡʜɪᴛᴇʜᴇᴀᴅꜱ.,5
𝕄𝕪 chest b̾r̾e̾a̾k̾ 𝕠𝕦𝕥 with red pimples and whiteheads.,5
My c͓̽h͓̽e͓̽s͓̽t͓̽ break out with red pimples and 𝘸𝘩𝘪𝘵𝘦𝘩𝘦𝘢𝘥𝘴.,5
𝔐𝔶 chest 𝔟𝔯𝔢𝔞𝔨 𝒐𝒖𝒕 with red pimples and whiteheads.,5
My c̳h̳e̳s̳t̳ break o͎u͎t͎ with red pimples and whiteheads.,5
My chest break out with 𝐫𝐞𝐝 pimples 𝗮𝗻𝗱 whiteheads.,5
"i have whooping 𝘤𝘰𝘶𝘨𝘩 with 𝕖𝕩𝕔𝕖𝕤𝕤 mucous, need mucolytic.",6
"𝙞 𝔥𝔞𝔳𝔢 whooping cough with excess mucous, need m̳u̳c̳o̳l̳y̳t̳i̳c̳.",6
"i̶ h̶a̶v̶e̶ whooping cough with excess mucous, need mucolytic.",6
"𝕚 have w̷h̷o̷o̷p̷i̷n̷g̷ cough 𝒘𝒊𝒕𝒉 excess mucous, need mucolytic.",6
"i have whooping c̾o̾u̾g̾h̾ w̳i̳t̳h̳ excess mucous, need mucolytic.",6
"i h̳a̳v̳e̳ whooping cough with excess mucous, n͎e͎e͎d͎ mucolytic.͎",6
i 𝓬𝓪𝓷𝓽 breathe,6
i c̾a̾n̾t̾ breathe,6
i̾ cant breathe,6
𝒾 cant breathe,6
i cant b̴r̴e̴a̴t̴h̴e̴,6
i c͎a͎n͎t͎ breathe,6
