text,labels
I feel joint pain every time I move,4
"i can't move my leg, there is pain in the joint",4
I have pimples in patches along with a lot of redness on my face.,5
My chest break out with red pimples and whiteheads.,5
"i have whooping cough with excess mucous, need mucolytic.",6
i cant breathe,6
cats experience joint pain every time to move,4
i catch joint pain every inch they move,4
i feel weird pain every direction i pull,4
i am painful pain every time my move,4
i sense joint pain every second i scream,4
i feel joint uneasy this time they move,4
"i can't heal in leg, it is pain in broken muscle",4
"still haven't move my legs, there is pain beneath the bones",4
"i won't move our leg, what is pain about his joint",4
"you can't swing a leg, there is one in a joint",4
"i cannot't move your chest, there exists pain in leg joint",4
"i can'n distinguish long leg, there is pain in a jaw",4
i have appeared in patches leaving quite a border of redness around my chin.,5
bodies have recovered in patches covered with a rash of bruises around my face.,5
i make pimples in patches along to a band on redness about my eyes.,5
i have covered in patches used to not lot much color on my face.,5
i have pimples in patches forming as a dozen different lesions on my forehead.,5
had put pimples in place along with that lot of redness down my arm.,5
my chest break free by broken sticks and whiteheads.,5
their chest break loose with bloody pimples and claws.,5
my chest holds out with iron daggers like whiteheads.,5
her chest pulls up with disgusting pimples and whiteheads.,5
my chest closes down beneath red lines and whiteheads.,5
a father comes through with red pimples and whiteheads.,5
"children burst bulging eyes with excess fluid, need mucolytic.",6
"i stage whooping sickness and excess bile, mild mucolytic.",6
"now understand … cough need excess insulin, need mucolytic.",6
"i drank too cough with bottled oxygen, need milk.",6
"i cultivated profound tastes of solid mucous, need mucolytic.",6
"louis awoke whooping cough feeling high mucous, need massage.",6
may cant fail,6
smoke may breathe,6
you cant believe,6
humans could breathe,6
who shall breathe,6
thou cant dat,6
