text,labels
I feel joint pain every time I move,4
"i can't move my leg, there is pain in the joint",4
I have pimples in patches along with a lot of redness on my face.,5
My chest break out with red pimples and whiteheads.,5
"i have whooping cough with excess mucous, need mucolytic.",6
i cant breathe,6
"Every time I move, I feel joint pain.",4
"I can't move my leg, there's pain in the joint",4
I have pimples in the spots along with a lot of redness on my face.,5
My chest erupts with red pimples and white heads.,5
"I have whooping cough with excess mucus, need mucolytic.",6
I can't breathe,6
