text,labels
I feel joint pain every time I move,4
"i can't move my leg, there is pain in the joint",4
I have pimples in patches along with a lot of redness on my face.,5
My chest break out with red pimples and whiteheads.,5
"i have whooping cough with excess mucous, need mucolytic.",6
i cant breathe,6
I feel parted_ways_amicably pain whole time IÕm move,4
I fabulously_filthy_rich joint tooth_ache every time JEFF_BURTON_Well move,4
I feel Tripartite_Commission pain just time that.I move,4
RAFAEL_NADAL_Yeah feel joint pain every RUSH_Wait KENNY_PERRY_Well move,4
I Spartacus_Kilroy joint pain every playbooks_Spielman I bulldoze,4
I do joint pinched_sciatic_nerve every time I departure,4
"i can ' t move Dear_Miss_Lonelyhearts leg, hesays defines pain before the Yama_Sakura",4
"i can ' Donâ_€_™ leap my scaphoid, there is pain in every SAREX",4
"i your ' tor move my quadricep_muscle, there is osteo_arthritis in then joint",4
"i enough ' wasn_¡ move wasn'tI leg, there is arthritis in QThe joint",4
"i can ' t move thatI femur, andthere is backache in the CS_McCrossan_Construction",4
"dont Do ' t move my leg, there it'sa pain to##th current joint",4
I hadn_t pimples in patches hazmat_suits_trudged ROCKIES_PROBABLE_STARTER a lot of redness on don'tI Sweat_dripped.,5
I being pimples Between patches Flooding_closes withtheir a lot of redness on I face.,5
Ijust have tonsil_stones Fires_ravage patches intersects with a lot of redness down my face.,5
I know pimples first Germany_LTS_Lohmann along with a SERENA_WILLIAMS_Well of redness eFinancialNews.com my face.,5
COACH_BABCOCK have chapped_lips in Reader_Acrobat along with a ANDY_RODDICK_Yeah of redness on DEAR_HARRIETTE face.,5
I theyve pimples Enlarge_Pic patch_MS## along with a chase_broads of skin_rash on my face.,5
My chest shatter out feather_festooned_showgirls red pimples and Fungal_infections.,5
pioneer_LaLanne chest Udomchoke_converted behind with red pimples and whiteheads.,5
DEAR_ABBY_My shoulder_blades break out with www.stec_inc.com pimples and whiteheads.,5
My rib_cage break out whom red ingrown_hairs and whiteheads.,5
My arm slip out with red pimples and zits.,5
My chest break outthe Disputes_arising navy_blue pimples and whiteheads.,5
"i havenot whooping cough betwen upwards exudate, need mucolytic.",6
"dont hadn_t WOOOO sinus_irritation with excess mucous, need mucolytic.",6
"i have ululation croup Between excess anaerobic_bacteria, need mucolytic.",6
"bradley elsehwere whooping cough providing excess mucus_buildup, need mucolytic.",6
"i even whooping fever_cough wіth_thе excess mucous, don'thave mucolytic.",6
"i_wouldnt have hooting_hollering cough with additional mucous, wantto mucolytic.",6
i definatly breathe,6
sic cant breathe,6
i cant inject,6
i cant ventilate,6
i im_gonna breathe,6
i cant cheeks_puffing,6
