text,labels
I fell and stiffness in mi elbows and schoulders,4
I’m fell and stiffness in my elbows and shouders,4
I falled a stiffness in may elbows and schoulders,4
I fel de stiffness in iMy elbows and shoulders,4
I''m fell a stiffness in iMy elbows in shoulders,4
I''m fell a stiffness yn ma elbows and shoulders,4
is have I pain inn my elbow joint,4
ye have a pain in me elbow join,4
I’ve have an pain in mh elbow joint,4
it have aa pain I my elbow joint,4
i have de pain en me elbow joint,4
l have a pain is muy elbow joint,4
My sopn as a lot jf acne.,5
My son had I long of acne.,5
My son hac am loto of acne.,5
My san hac a lot iof acne.,5
Y som hac a lot of acne.,5
Myq son haas a loot of acne.,5
In could ' t get a girlfriend Becaue of mh acne.,5
I canottle ' th get a girlfriend because af mu acne.,5
I kan ' t gut a girlfirend because of mai acne.,5
II cant ' t get a gilfrind bacouse of my acne.,5
I can ' it get a girlfriend becouse fo mt acne.,5
I an ' it get a girlfriend bescuse of mai acne.,5
I feel fluid trying to comme up wheh J'm cought.,6
I'v feell fluent trying to com up when I cough.,6
I fails fluid trying to come up wnen I'n caught.,6
I feeled fluent tryied to come ub when I cough.,6
I'd feel fluent trying to come up wheh Im cough.,6
I feel fluent trying to come unp when I'n caughts.,6
it cant breathe,6
I cant breathe,6
i can breathe,6
i cant breath,6
i can't breathe,6
i can breathe,6
