text,labels
when i extend my leg in that respect is pain in the neck in knee joint,4
when i go my leg on that point is pain in genu joint,4
when i protract my leg there comprise pain in genu joint,4
when i offer my leg in that respect is pain in knee joint joint,4
when ane extend my leg at that place is pain in the neck in knee joint,4
when i extend my pegleg there be pain in knee join,4
1 get i joint pain sensation when 1 try to bend my leg beaver state my arm,4
I get i joint infliction when iodin try to bend my leg or my arm,4
1 father i joint pain when unity try to twist my leg surgery my arm,4
I get i articulation pain when i examine to twist my ramification operating room my arm,4
Iodin get i articulation pain when i try to flex my leg or my arm,4
1 catch 1 joint pain when i try to bend my leg or my weapon,4
"My face deliver break out in painful red spots and chunk, that no matter how much 1 clean my face preceptor ' thyroxin seem to be going away.",5
"My face take broken taboo in painful red spot and lumps, that no matter how much I houseclean my face father ' triiodothyronine seem to be going aside.",5
"My face has broken taboo in painful crimson spots and chunk, that no matter how much I make clean my case don ' t seem to be hold out away.",5
"My face sustain broken out in painful red billet and lump, that no affair how much Unity pick my face don ' t seem to be hold out forth.",5
"My face get broken kayoed in painful red spots and lumps, that no matter how much I scavenge my face don river ' t seem to be go away.",5
"My face has broken out in painful reddened office and lumps, that no topic how much I clean my expression don ' t seem to be going aside.",5
In senior high I get a lot of acne.,5
In senior high school One cause a lot of acne.,5
In highschool I take a lot of acne.,5
In highschool I have a lot of acne.,5
In highschool I had a mass of acne.,5
In highschool Iodin had a set of acne.,5
My cough is very grievous and One have mucus.,6
My cough is very heavy and 1 accept mucus.,6
My cough is very heavy and I give mucus.,6
My cough is very heavy and I induce mucus.,6
My coughing is real heavy and I have mucus.,6
My coughing is very large and One have mucus.,6
I palpate congestion in my chest,6
Ane feel congestion in my chest,6
I feel congestion in my chest,6
One feel congestion in my bureau,6
I feel over crowding in my chest,6
I feel over crowding in my chest,6
