text,labels
Normal-weight subjects showed significant blood oxygen level-dependent responses in the ventromedial prefrontal cortex ( vmPFC ) to food aromas compared with responses induced by the odor of an inedible object .,3
Female : 35.6 % .,3
"PrEP is efficacious for HIV-1 prevention among women using DMPA and men whose partners use DMPA , suggesting PrEP could mitigate the potential increased HIV-1 acquisition and transmission risks that have been associated with DMPA use .",4
"The SSM 30 g may be an effective , noninvasive alternative to health care provider-administered intravenous , intramuscular , or oral opioids for the management of moderate-to-severe acute pain .",4
pNSormal - iwemight squNbjecDts showed significant blood oxygen l1etvel - ndempendaent Xrecsponnses in the v^eSnt0roMmedial prefrontal cortex (vmPFC) to foJo&d aromas cHompa+re!d with responses ijnduDcyed by the odor of an inedible object.,3
Nzormgal - weight KsubjeJctss show0eEd significant blood oNxyg#en level - dependent Urresponsecs in the ventArom#ed@iaCl pMrefHrvontal cortex (vmPFC) to food aromas compared wNidth res^popnseUs induced by the odor of an ianedaibmle object.,3
@Normael - weight sbubjEect3s showed significant blood oVxygecn lOevoel - dependent rYespoXntses in the ventromedial Hp#refronetal cortex (vmPFC) to food aromas coRmpaprned fwiEth responses aindsucebd by the odor of an infedIiblXe object.,3
ONormVal - we!igRht subjects showed sihgni0f%ic%ant blQoond oxygen leWveel - dependent responses in the ventromedial prefrontal cortex (vmPFC) to fmo!od aromas compared Mwit%h responses indLuqcved by the Uodpor of an inedible obuje3ct.,3
9Norm)al - weight s8ubjecjt@s shhGowed seigRn4ificoant Mbylood oxygen lueQvel - deqpendmenQt responses in the ventSrome0di9aSl prefrontal cortex (vmPFC) to food axrom4as compared with respon)s$eUs induced by the odor of an inedible object.,3
Normal - wveig(ht s2ucbjectUs showed VsignNifica%nNt Lb)lood o6xygLen %lPevel - dependent responses in the ventromedial prefrontal cxo7rtex (vmPFC) to food arVo#mas compared with responses *iHnduce8d by the odor of an inedible obj4e%ct.,3
Fema3l^e: 35. 6%.,3
rFemWale: 35. 6%.,3
HFe@male: 35. 6%.,3
MFemyale: 35. 6%.,3
fFdemale: 35. 6%.,3
Fpem%ale: 35. 6%.,3
"PrEP is efficacious for HIV - 1 prevention among women using cDM&PA and men whose partners use DMPA, PsuCgDgesting PriEOP coupl*d mitigate the potential inhc#re+ased HIV - 1 amcqUui4sitioVn and QtJraons9mission risks that h2a(ve dbteen associated with DJMUPA use.",4
"PrEP is efficacious for HIV - 1 prevention among women using DMPA and men whobs0e p0artJnerHs use DM(P6A, suggesting PrFETP could msitiBgatbe the pot)efnKtial increased HIV - 1 aVcsquisiwtio2n and transmission risks that have !bee*n VassozciateDd PwitWh DMPA use.",4
"PrEP is ewffiycxacuious for HIV - 1 OprKeventUion among women Au3sing DM+PuA and men wh@osee partners use DMPA, suggesting PrEP could m(itigaVt1e the potential Oincrea(sZed HIV - 1 acquisition and transmission TrVisks that mhabve beLe3n associated with DMPA use.",4
"Pr+EwP is efficacious for HIV - 1 prevention among women using DMrPrA and men w8hosfe partners use )DMOPA, suggesting PrEP could mitigate the NpotqentiaFl increased HIV - 1 afc8quisiti!oXn and tErEansmisWskion risks that have been asKsockiatced wi^t1h KD6MPA use.",4
"PrEP is efficacious for HIV - 1 prevention among women Gusving HDEMPA and men whose partners use DMPA, s^ufgagesting PrEP could Zmit6iQgate the ipot!ent*ial increased HIV - 1 Qacquisit1ilobn and t+racnsmKissiBon risks that have boe7en asMsociat+e+d w)irth DMPA use.",4
"PrEP is efficacious for HIV - 1 prevention aBm%ong women using DMEPEA and men whose partners use DMPA, suggesting PrEP mcfould miHt%i#gate the poteentiYaWl increased HIV - 1 acquisition and transmission rirsNks that Ohkave qbbeen associated wviyth mDhMPA use.",4
"The SSM 30 g may be an effecYtrivae, noninvasive alternative to heal!t7h care tpro@vxider - adminis_teVrnezd in4tratv^enouus, ki(ntram)usculaCr, or oral &opfioidQs for the 2managAeme%nt of $mlodeFrate - to - severe a9cutue pain.",4
"The SSM 30 g may be an efMfectYivve, nPoniin9vasGive alteronaJti$vje to health care provider - administered inhtrapvMenovus, i8ntraNmuRsbcular, or oral opCi4ozids for the Kmzanagejment of AmYoderaTte - to - severe 8acutSe zpailn.",4
"The SSM 30 g may be an effective, Bnoninxvasiov_e @alDter%natipve to health caDrpe pnrovi2d4er - admiRnist2er0ejd intravenous, intramuscular, or oral o+pgiMoids for the $maKnaRgement of mzoder&a9te - to - sev)ecre acute ypyain.",4
"The SSM 30 g may be an efQf8ec)tive, nYonKin7vasi1ve alternative to health care p9rMovi*der - administered i6ntHraveneoXus, iHntramGukscudlar, or oral okpiodidds for the maJnagemeenqt of mojdera8t2e - to - sDevuere apcuste pain.",4
"The SSM 30 g may be an effective, nmoniinvgas0ive alterXnQaKtiBve to 4h*ealth wcOare pirmokvider - aEdminJi+st7ered intravenous, bint7r5axmuscular, or oral op#i6oVids for the management of moIderHatre - to - severe acjuMte pain.",4
"The SSM 30 g may be an ef0fectti9ve, non&invasai^v)e aMltsenrnat@ive to heal5tXh c)arKe provider - administered intravenous, intramuscular, or oral FopioVidvs for the MmFanageJment of vm)ode(rate - to - se1vewre aVcutOe pain.",4
