text,labels
I feel joint pain every time I move,4
"i can't move my leg, there is pain in the joint",4
I have pimples in patches along with a lot of redness on my face.,5
My chest break out with red pimples and whiteheads.,5
"i have whooping cough with excess mucous, need mucolytic.",6
i cant breathe,6
I feel terrible joint pain every first time I suddenly move,4
I really feel joint pain more every time else I move,4
I feel some joint pain after every time that I move,4
I always feel joint stabilization pain almost every time I move,4
I feel unbearable joint pain every freaking time I even move,4
I feel hip joint pain less every third time I move,4
"i can't exactly move my upper leg, there still is pain in the shoulder joint",4
"i can't move about my leg, there is is pain filling in around the joint",4
"i can't move with my leg, there really is such pain in every the joint",4
"i can't precisely move besides my back leg, there definitely is pain in the joint",4
"i can't yet move my leg, there is is pain only in the other joint",4
"i literally can't move my upper leg, there already is pain in the ankle joint",4
I have pimples in little patches along it with a lot amount of distinct redness everywhere on the my face.,5
I now have pimples in tiny patches along sides with a lot of of dry redness on over my face.,5
I have pimples out in different patches along with with a literal lot of of redness on my right face.,5
I have pimples growing in pink patches – along with a whole lot of nasty redness on top my face.,5
I have many pimples in patches along here with also a whole lot of strange redness on my side face.,5
I only have pimples going in patches along there with a pretty lot sort of redness everywhere on my face.,5
My chest veins break out red with red pimples mostly and little whiteheads.,5
My chest break me out now with red pimples above and glowing whiteheads.,5
My chest will break out infected with red pimples -- and thick whiteheads.,5
My chest never break rocks out with red monster pimples... and whiteheads.,5
My bare chest break out red with cold red pimples - and whiteheads.,5
My right chest break - out with red black pimples and little whiteheads.,5
"i You have the whooping cough together with nasal excess throat mucous, need mucolytic.",6
"i also have whooping high cough from with excess mucous, so need urgent mucolytic.",6
"i have a whooping eye cough w with excess cervical mucous, need oral mucolytic.",6
"i have bilateral whooping and cough fever with excess cervical mucous, need additional mucolytic.",6
"i have common whooping lung cough form with excess intestinal mucous, so need mucolytic.",6
"i You have whooping the cough syndrome with excess cervical mucous, need additional mucolytic.",6
i cant barely breathe,6
i simply cant breathe,6
i certainly cant breathe,6
i cant t breathe,6
i cant longer breathe,6
i cant really breathe,6
